"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Low income","LIC","Population, total","SP.POP.TOTL","135762574","138934269","142232863","145659986","149260915","153026043","156903784","160978695","165256142","169632655","174131565","178729317","183334870","188076728","193061843","198178476","203399737","208592240","214272852","220230887","225097677","229413733","234808317","240996976","247448306","254069015","260658473","267469591","274348618","281571278","288759638","296103521","304997572","314673487","323847963","333181004","343031111","352755561","362458276","372579993","382593480","392924294","404771898","417212831","429354375","441886612","455313027","469010772","482640782","496609143","510897321","525506329","540002626","553835758","567702296","582173028","597683499","613946858","630865826","648755452","667053670","685250041","703727949","722984063",
"Liechtenstein","LIE","Population, total","SP.POP.TOTL","16472","16834","17221","17625","18058","18500","18957","19467","20011","20558","21089","21517","21873","22251","22638","23030","23416","23803","24205","24616","25003","25346","25689","26055","26420","26785","27159","27542","27944","28357","28765","29168","29581","30012","30447","30890","31337","31770","32190","32615","33026","33376","33693","34000","34300","34603","34889","35150","35401","35675","35926","36189","36505","36806","37096","37355","37609","37889","38181","38482","38756","39039","39327","39584",
"Sri Lanka","LKA","Population, total","SP.POP.TOTL","9783871","10022888","10267067","10517531","10774086","11035224","11299721","11571008","11846815","12119207","12388769","12654651","12914457","13169737","13418276","13662873","13910170","14159052","14414816","14680387","14943645","15198918","15438753","15658442","15872577","16092338","16317995","16547139","16773736","16990575","17204094","17416596","17624457","17825611","18011744","18177572","18322506","18449123","18560798","18670411","18776371","18920275","19110707","19303180","19490431","19673866","19870706","20078655","20285643","20482477","20668557","20859743","21017147","21131756","21239457","21336697","21425494","21506813","21670000","21803000","21919000","22156000","22181000","22037000",
"Lower middle income","LMC","Population, total","SP.POP.TOTL","829304553","849662240","870571996","892122183","914179691","936474497","958866819","981653792","1005182826","1029398298","1053935945","1078143512","1103176231","1129871655","1157235978","1184993312","1213431181","1242976775","1273039062","1304106034","1337497873","1372467577","1407836955","1443482185","1479546761","1516442333","1554102862","1592185751","1630669927","1669623556","1711089696","1750747711","1789953429","1829681824","1870097460","1910485587","1950796431","1991303064","2032158426","2073121889","2114855470","2157133128","2198877481","2240162906","2281546588","2322476208","2362904109","2403305272","2443449823","2483987657","2525974118","2568598935","2610684758","2653214685","2695950000","2737695800","2779326476","2821058566","2862391122","2903108878","2943860780","2983113040","3020375650","3059564861",
"Low & middle income","LMY","Population, total","SP.POP.TOTL","2115448034","2144909359","2187603468","2242530229","2297892571","2354293010","2414341591","2474366272","2536379782","2600890229","2666686848","2732913368","2798370133","2864850432","2930934760","2995490712","3059382497","3123017003","3187834084","3254332897","3321713494","3391165252","3464327390","3538429935","3612283886","3687723465","3765515230","3845508773","3926185019","4006647335","4089544168","4169497287","4247999679","4325985835","4403499627","4480641078","4558031834","4635223420","4711799589","4787566559","4863090613","4938731447","5014109152","5088853415","5163432770","5237940420","5311879939","5384897109","5458824459","5533964000","5610455957","5689033832","5769216950","5849715412","5929949445","6009439133","6088698400","6168617518","6247396829","6324580903","6398830423","6467799496","6527353351","6593137026",
"Lesotho","LSO","Population, total","SP.POP.TOTL","737838","760895","784681","809138","834215","860220","887841","918923","952992","987909","1023481","1059879","1097242","1135631","1175369","1216180","1256478","1294435","1331213","1368917","1407672","1447501","1488399","1530331","1573267","1616697","1659793","1698939","1733733","1767091","1798997","1829509","1858507","1885478","1910642","1934079","1955098","1972579","1985639","1994243","1998630","1999473","1997534","1993030","1985384","1977424","1976780","1983465","1995014","2009169","2022747","2037677","2054718","2073939","2095242","2118521","2143872","2170617","2198017","2225702","2254100","2281454","2305825","2330318",
"Late-demographic dividend","LTE","Population, total","SP.POP.TOTL","1095548725","1097728985","1112142897","1137971547","1163376707","1189485776","1218319662","1246291107","1275030950","1305235738","1336152939","1367659433","1397522486","1426459153","1453964650","1479273067","1503509107","1526366884","1548637582","1570920160","1593099029","1615957004","1640893480","1665773694","1689771008","1714481164","1740698024","1768376867","1796192544","1822788469","1847821461","1871805819","1894353796","1915623786","1936398016","1956331335","1975855844","1995080443","2013531302","2030612791","2046026051","2060709239","2074581734","2088087419","2101394737","2114863550","2128474052","2142072086","2155970810","2169765463","2182659481","2196448219","2212426916","2228642364","2244311001","2258792292","2272847109","2287248399","2299720675","2310338402","2318233156","2323185156","2325328254","2326833223",
"Lithuania","LTU","Population, total","SP.POP.TOTL","2778550","2823550","2863350","2898950","2935200","2971450","3008050","3044400","3078850","3107321","3139689","3179041","3213622","3244438","3273894","3301652","3328664","3355036","3379514","3397842","3413202","3432947","3457179","3485192","3514205","3544543","3578914","3616367","3655049","3684255","3697838","3704134","3700114","3682613","3657144","3629102","3601613","3575137","3549331","3524238","3499536","3470818","3443067","3415213","3377075","3322528","3269909","3231294","3198231","3162916","3097282","3028115","2987773","2957689","2932367","2904910","2868231","2828403","2801543","2794137","2794885","2800839","2831639","2871897",
"Luxembourg","LUX","Population, total","SP.POP.TOTL","313970","316845","320750","324100","327750","331500","333895","334995","335850","337500","339171","342421","346600","350450","355050","358950","360731","361358","362007","362856","364150","365225","365525","365622","365998","366706","368355","370750","373450","377100","381850","387000","392175","397475","402925","408625","414225","419450","424700","430475","436300","441525","446175","451630","458095","465158","472637","479993","488650","497783","506953","518347","530946","543360","556319","569604","582014","596336","607950","620001","630419","640064","653103","668606",
"Latvia","LVA","Population, total","SP.POP.TOTL","2120979","2152681","2181586","2210919","2240623","2265919","2283217","2301220","2323619","2343173","2359164","2376389","2395674","2415819","2437186","2456130","2470989","2485073","2497921","2505953","2511701","2519421","2531080","2546011","2562047","2578873","2599892","2626583","2653434","2666955","2663151","2650581","2614338","2563290","2520742","2485056","2457222","2432851","2410019","2390482","2367550","2337170","2310173","2287955","2263122","2238799","2218357","2200325","2177322","2141669","2097555","2059709","2034319","2012647","1993782","1977527","1959537","1942248","1927174","1913822","1900449","1884490","1879383","1881750",
"Macao SAR, China","MAC","Population, total","SP.POP.TOTL","177014","178672","186039","193618","201380","209278","217232","225151","232929","240416","247284","249832","248669","247838","247280","246919","246661","246405","246048","245605","245332","248695","256692","266253","276591","287700","299491","311808","324478","337336","350227","362390","372370","380712","388779","396641","404297","411700","418776","425518","431896","439122","449665","462533","475529","488619","501863","515330","529038","543021","557297","571003","582766","593374","604167","615239","626688","638609","650991","663653","676283","686607","695168","704149",
"St. Martin (French part)","MAF","Population, total","SP.POP.TOTL","4135","4258","4388","4524","4666","4832","5044","5294","5497","5646","5802","5957","6114","6278","6447","6656","6896","7131","7357","7572","7776","7963","8957","10992","13299","15714","18234","20853","23552","26303","28127","28736","29035","29247","29380","29435","29407","29299","29102","29099","29610","30387","31160","31929","32697","33452","34183","34887","35541","36132","36458","36350","36026","35639","35261","35020","34811","34496","33852","33121","32553","31948","31791","32077",
"Morocco","MAR","Population, total","SP.POP.TOTL","11769774","12081713","12404757","12726686","13044254","13381880","13738502","14109755","14490077","14876982","15274351","15677300","16081438","16489452","16902383","17325325","17756516","18206472","18679859","19167661","19678444","20208260","20746765","21287381","21817271","22335077","22824446","23279935","23720590","24148104","24570814","24988083","25400676","25806777","26201551","26599048","26999093","27397118","27791825","28176997","28554415","28930097","29301817","29661270","30033125","30431902","30833022","31232633","31634992","32042877","32464865","32903699","33352169","33803527","34248603","34680458","35107264","35528115","35927511","36304408","36688772","37076584","37457971","37840044",
"Monaco","MCO","Population, total","SP.POP.TOTL","21797","21907","22106","22442","22766","23022","23198","23281","23481","23875","24270","24610","24889","25102","25262","25524","25898","26242","26553","26834","27076","27284","27573","27985","28407","28807","29171","29500","29802","30078","30329","30564","30794","31024","31253","31482","31719","31968","32209","32394","32465","32444","32386","32316","32236","32141","32011","31823","31862","32401","33178","33945","34700","35425","36110","36760","37071","37044","37029","37034","36922","36686","36469","36297",
"Moldova","MDA","Population, total","SP.POP.TOTL","2074015","2127854","2177676","2222675","2264461","2301425","2336782","2369729","2400264","2429193","2456514","2483032","2509550","2536068","2563389","2590711","2618032","2643746","2668657","2692764","2716068","2740175","2765889","2792407","2819728","2847050","2875175","2904907","2931424","2952317","2965978","2973210","2975621","2974817","2967585","2953200","2947293","2936413","2935227","2930622","2924668","2918135","2911385","2903198","2896023","2888985","2880967","2874299","2868833","2865213","2862354","2860699","2860324","2859558","2857815","2835978","2803186","2755189","2707203","2664224","2635130","2595809","2538894","2486891",
"Madagascar","MDG","Population, total","SP.POP.TOTL","5073342","5206239","5343117","5484252","5630024","5780453","5936461","6099529","6270528","6450324","6639751","6840457","7051090","7268560","7491935","7720859","7955197","8195142","8440919","8692289","8948162","9207310","9470990","9740088","10015017","10297746","10588428","10890514","11206789","11536734","11882762","12245260","12623342","13020100","13436121","13869138","14317454","14778903","15250934","15730885","16216431","16709665","17211934","17724310","18250774","18792171","19350299","19924958","20513599","21117092","21731053","22348158","22966240","23588073","24215976","24850912","25501941","26169542","26846541","27533134","28225177","28915653","29611714","30325732",
"Maldives","MDV","Population, total","SP.POP.TOTL","91650","93952","96332","98775","101241","104566","108713","112547","116049","119569","123243","127066","130990","134940","138944","143126","147468","151792","156025","160326","164887","169663","174523","179339","184388","190383","197225","204256","211160","217937","224957","232150","239136","245845","252201","258208","263841","269040","273796","278111","282507","287324","292284","297226","302135","307018","314401","325126","336883","349037","361575","374440","387539","400728","416738","435582","454252","472442","489758","504508","514438","521457","523787","521021",
"Middle East & North Africa","MEA","Population, total","SP.POP.TOTL","104958259","107670788","110538003","113518054","116624655","119831991","123155200","126678043","130258116","133970600","137811201","141732410","145744541","149964066","154334030","159064212","164465177","169960807","174922290","180155296","186021685","192641039","199419033","205927091","212683895","219522781","226490767","233512587","240428079","247406122","256203998","263445808","270652251","276897626","282903612","289154944","295366235","301680248","308041622","314472124","321037453","327691655","333949565","340215354","347044925","354462370","362633997","371324802","380294099","389332369","397997557","406045323","414117603","422790409","431664579","440506473","448917409","456885486","465073490","473201775","479966649","486174763","493279469","500787313",
"Mexico","MEX","Population, total","SP.POP.TOTL","36268055","37439317","38683283","39982118","41333878","42737991","44180437","45656963","47170337","48714394","50289306","51897675","53543436","55228203","56945880","58691882","60452543","62262505","64123997","65972912","67705186","69233769","70656783","72080310","73489654","74872006","76224365","77553504","78892015","80233749","81720428","83351595","84993164","86648447","88314424","89969572","91586555","93183094","94767284","96334810","97873442","99394288","100917081","102429341","103945813","105442402","106886790","108302973","109684489","111049428","112532401","114150481","115755909","117290686","118755887","120149897","121519221","122839258","124013861","125085311","125998302","126705138","127504125","128455567",
"Marshall Islands","MHL","Population, total","SP.POP.TOTL","15374","15867","16387","16947","17537","18154","18794","19665","21001","22623","23969","24680","25084","25522","26174","27047","27964","28912","29892","30902","31988","33219","34569","35975","37437","38962","40527","42122","43687","44988","46047","47053","48015","48944","49840","50702","51538","52358","53164","53834","54224","54413","54496","54493","54435","54337","54208","54038","53816","53593","53416","52971","52203","51352","50419","49410","48329","47187","45989","44728","43413","42050","41569","41996",
"Middle income","MIC","Population, total","SP.POP.TOTL","1979685460","2005975090","2045370605","2096870243","2148631656","2201266967","2257437807","2313387577","2371123640","2431257574","2492555283","2554184051","2615035263","2676773704","2737872917","2797312236","2855982760","2914424763","2973561232","3034102010","3096615817","3161751519","3229519073","3297432959","3364835580","3433654450","3504856757","3578039182","3651836401","3725076057","3800784530","3873393766","3943002107","4011312348","4079651664","4147460074","4215000723","4282467859","4349341313","4414986566","4480497133","4545807153","4609337254","4671640584","4734078395","4796053808","4856566912","4915886337","4976183677","5037354857","5099558636","5163527503","5229214324","5295879654","5362247149","5427266105","5491014901","5554670660","5616531003","5675825451","5731776753","5782549455","5823625402","5870152963",
"North Macedonia","MKD","Population, total","SP.POP.TOTL","1462368","1481112","1497338","1511854","1529507","1547982","1567707","1588649","1610537","1633502","1656783","1679012","1701498","1725228","1749329","1774013","1799332","1825299","1851978","1879354","1907023","1935200","1958275","1974441","1988682","2001504","2012926","2023097","2031932","2039426","2044174","2036686","2018023","1996893","1982458","1983964","1994226","1996869","2007523","2017142","2026350","2034882","2020157","2022725","2016186","2005330","1994287","1982933","1971493","1958782","1946298","1937398","1929821","1922716","1917557","1912430","1906313","1898657","1889051","1876262","1856124","1837114","1831712","1811980",
"Mali","MLI","Population, total","SP.POP.TOTL","5346792","5420247","5494845","5570462","5647380","5726382","5806572","5888497","5973762","6061764","6153587","6247878","6347158","6455257","6569273","6687293","6807648","6935336","7072938","7218079","7372581","7532864","7696349","7863944","8030099","8187651","8334588","8474329","8617474","8774122","8945026","9123969","9310572","9506510","9711797","9921094","10131906","10359301","10620475","10916993","11239101","11583824","11952660","12342165","12751995","13180551","13623541","14080912","14551117","15032635","15529181","16039734","16514687","17004033","17551814","18112907","18700106","19311355","19934298","20567424","21224040","21904983","22593590","23293698",
"Malta","MLT","Population, total","SP.POP.TOTL","326550","325250","323900","322550","321250","318800","315200","311550","307900","304300","302650","302700","302450","302200","301996","304222","305774","306970","310182","313342","316645","318982","325898","330524","330593","336452","342121","344485","347325","350722","354170","363845","367618","371308","374797","377419","379905","382791","385287","387578","390087","393028","395969","398582","401268","403834","405308","406724","409379","412477","414508","416268","420028","425967","434558","445053","455356","467999","484630","504062","515332","518536","531113","553214",
"Myanmar","MMR","Population, total","SP.POP.TOTL","21720697","22203109","22699703","23210687","23737818","24286878","24854704","25440029","26044111","26659479","27284112","27914953","28551949","29165356","29751936","30344276","30941375","31554598","32185601","32821779","33465781","34110098","34742586","35424262","36159838","36881020","37572340","38233171","38868270","39489419","40099553","40680533","41237813","41788302","42337109","42880186","43423369","43972046","44516185","45041636","45538332","46014826","46480230","46924293","47338446","47724471","48088274","48445647","48729486","49015836","49390988","49794522","50218185","50648334","51072436","51483949","51892349","52288341","52666014","53040212","53423198","53798084","54179306","54577997",
"Middle East & North Africa (excluding high income)","MNA","Population, total","SP.POP.TOTL","97179656","99620285","102159899","104817905","107577280","110431969","113410132","116518346","119706733","122973346","126316235","129707914","133164152","136734072","140444545","144500701","149188764","153922894","158089953","162482818","167489905","173266699","179198278","184832095","190720860","196641041","202653537","208687611","214593293","220541237","228846359","235243716","241132429","246410264","251564545","256953719","262236018","267566671","272938873","278356861","283899110","289544085","294813993","300102895","305945780","311948573","317983066","324080392","330293304","336675037","343313330","349770162","356239722","363310225","370756356","378137339","385054538","391607422","398375344","405259403","411810124","418047201","424328381","430857111",
"Montenegro","MNE","Population, total","SP.POP.TOTL","480579","491140","502558","513409","521753","526327","526419","522796","517481","513340","512407","515449","521785","530220","538902","546487","552562","557576","562065","566888","572608","579445","587001","594506","600884","605398","607711","608144","607413","606571","606372","607105","608516","610170","611389","611712","611003","609520","607662","606001","604950","607389","609828","612267","613353","614261","615025","615875","616969","618294","619428","620079","620601","621207","621810","622159","622303","622373","622227","622028","621306","619211","617213","616177",
"Mongolia","MNG","Population, total","SP.POP.TOTL","977903","1011502","1045315","1075888","1104017","1134072","1165746","1198197","1230406","1261887","1293880","1327781","1363835","1402309","1443130","1485691","1529084","1572516","1615868","1657448","1697780","1739221","1781797","1825773","1871652","1919744","1969912","2021502","2073771","2120825","2161433","2200077","2236494","2270311","2301510","2330334","2357033","2381771","2405148","2428488","2450979","2472601","2494617","2516454","2537949","2559255","2581242","2605643","2633887","2666713","2702520","2743938","2792349","2845153","2902823","2964749","3029555","3096030","3163991","3232430","3294335","3347782","3398366","3447157",
"Northern Mariana Islands","MNP","Population, total","SP.POP.TOTL","8702","8965","9252","9561","9890","10229","10577","10720","10440","9952","10143","11279","12730","14094","14905","15269","15595","15901","16194","16494","17613","19902","22647","25594","28735","32041","35459","38923","42381","45859","48002","48302","48128","47948","47780","48717","53367","60817","68501","76237","80338","79479","77162","74623","71898","69025","66060","63050","60032","57056","54087","52520","52359","52141","51856","51514","51133","50729","50304","49858","49587","49481","49551","49796",
"Mozambique","MOZ","Population, total","SP.POP.TOTL","6788375","6917521","7060376","7209807","7363639","7524154","7689643","7859471","8035529","8217930","8411676","8622890","8860585","9123668","9404221","9703732","10019210","10363575","10741128","11127844","11413587","11640015","11901827","12163328","12426223","12680065","12909797","12964793","12956772","13087604","13303459","13561175","13816881","14206254","14912873","15594830","16079553","16521724","16923195","17337893","17768505","18220716","18694946","19186754","19694411","20211114","20735982","21280513","21845571","22436660","23073723","23760421","24487611","25251731","26038704","26843246","27696493","28569441","29423878","30285595","31178239","32077072","32969518","33897354",
"Mauritania","MRT","Population, total","SP.POP.TOTL","838478","861663","885938","911290","937830","965621","994697","1024992","1056393","1088832","1122198","1156361","1191376","1227358","1264352","1302436","1341604","1381329","1421786","1463514","1506694","1551687","1598332","1646343","1695675","1746265","1798009","1851092","1905847","1955040","2006027","2066302","2147527","2237064","2315191","2380341","2428816","2484278","2550501","2620611","2695003","2761823","2821703","2883326","2946575","3012360","3081229","3153508","3233336","3322616","3419461","3524249","3636113","3742959","3843174","3946220","4051890","4160015","4270712","4383849","4498604","4614974","4736139","4862989",
"Mauritius","MUS","Population, total","SP.POP.TOTL","676683","680757","700349","718861","736381","753000","768813","783917","798413","812405","826000","839230","852053","864819","878042","892000","906507","921379","933499","949888","966039","980462","992521","1001691","1012221","1020528","1028360","1036082","1043239","1051260","1058775","1070266","1084441","1097374","1112846","1122457","1133996","1148284","1160421","1175267","1186873","1196287","1204621","1213370","1221003","1228254","1233996","1239630","1244121","1247429","1250400","1252404","1255882","1258927","1261208","1262879","1263747","1264887","1265577","1265985","1266014","1266334","1262523","1261041",
"Malawi","MWI","Population, total","SP.POP.TOTL","3621081","3708193","3799155","3893628","3990361","4089097","4190764","4295762","4403430","4512861","4625141","4742480","4865978","4996239","5134199","5280965","5438226","5611712","5808810","6029140","6267369","6519891","6784347","7058317","7339002","7625078","7909819","8295993","8754781","9174895","9539665","9831584","10115420","10257233","10131799","10112816","10310528","10512678","10732456","10973956","11229387","11498818","11784498","12087965","12411342","12755648","13118307","13495463","13889423","14298932","14718422","15146094","15581251","16024775","16477966","16938942","17405624","17881167","18367883","18867337","19377061","19889742","20405317","20931751",
"Malaysia","MYS","Population, total","SP.POP.TOTL","7833782","8074805","8324218","8579350","8835925","9091016","9340240","9582086","9821308","10061684","10306508","10552557","10801619","11062664","11335187","11617947","11910081","12218924","12543892","12875011","13215707","13564594","13921029","14292862","14686454","15108135","15558740","16033103","16524616","17020143","17517054","18017464","18526708","19050077","19588703","20136888","20689051","21249178","21810542","22368655","22945150","23542517","24142445","24739411","25333247","25923536","26509413","27092604","27664296","28217204","28717731","29184133","29660212","30134807","30606459","31068833","31526418","31975806","32399271","32804020","33199993","33573874","33938221","34308525",
"North America","NAC","Population, total","SP.POP.TOTL","198624756","202007500","205198600","208253700","211262900","214031100","216659000","219176000","221503000","223759000","226431000","229677632","232168663","234454577","236715369","239169275","241538008","244018243","246601803","249310344","251795337","254340965","256836391","259214381","261488476","263823014","266290660","268793450","271349094","274154622","277373464","281077441","284943859","288662674","292185983","295640057","299064347","302623445","306070116","309502571","312909974","316052314","319047304","321813719","324807845","327823485","331015628","334184981","337406537","340467234","343398169","345987266","348655855","351205940","353885533","356508729","359247112","361731076","363974737","366012359","369619464","370352605","372274062","375076145",
"Namibia","NAM","Population, total","SP.POP.TOTL","590181","601424","613808","627358","642054","657887","674818","693063","712427","732881","754467","776995","800610","824918","850091","876572","901840","926109","942023","957334","975994","987394","1005520","1033085","1061995","1093311","1127989","1165430","1207949","1288070","1369011","1415617","1461687","1509834","1558449","1605370","1650066","1693242","1735953","1778277","1819141","1856402","1888525","1915425","1939406","1962865","1986558","2011492","2038552","2067919","2099271","2132340","2167470","2204510","2243001","2282704","2323352","2364534","2405680","2446644","2489098","2530151","2567012","2604172",
"New Caledonia","NCL","Population, total","SP.POP.TOTL","79000","81200","83400","85700","88100","90500","93500","96500","99500","104000","112000","120000","125500","128500","131000","132500","134000","136000","137500","138500","140050","142650","145700","148700","151650","154450","157350","160500","163650","166898","170899","175362","179799","184496","189482","193816","197564","201418","205279","209214","213230","217324","221490","225296","228750","232250","235750","239250","242750","245950","249750","254350","259000","263650","268050","269460","270220","270810","271170","271240","271080","270390","269215","267940",
"Niger","NER","Population, total","SP.POP.TOTL","3497431","3602530","3711068","3822697","3937008","4053524","4172501","4294283","4417954","4542993","4669708","4797068","4926318","5059382","5196579","5339497","5488658","5644703","5810351","5987151","6173177","6366262","6564445","6766606","6973849","7187618","7408364","7636591","7872252","8116075","8370648","8634640","8907644","9193078","9493324","9813918","10149937","10494201","10854920","11231469","11622665","12031430","12456517","12900790","13366885","13855221","14365168","14897873","15455175","16037915","16647543","17283112","17954407","18653199","19372014","20128124","20921743","21737922","22577058","23443393","24333639","25252722","26207977","27202843",
"Nigeria","NGA","Population, total","SP.POP.TOTL","44928342","45855507","46821845","47822569","48856332","49925799","51020296","52106681","53210119","54360750","55569264","56837614","58173834","59605446","61157931","62851312","64658315","66589655","68633344","70750307","72951439","75175387","77388067","79351586","81337553","83585251","85804185","88044187","90351467","92744064","95214257","97685360","100182045","102775465","105456121","108187610","110956183","113791181","116690527","119695565","122851984","126152678","129583026","133119801","136756848","140490722","144329764","148294028","152382506","156595758","160952853","165463745","170075932","174726123","179379016","183995785","188666931","193495907","198387623","203304492","208327405","213401323","218541212","223804632",
"Nicaragua","NIC","Population, total","SP.POP.TOTL","1789684","1844630","1901451","1960155","2020941","2084097","2150003","2219001","2291300","2366635","2444767","2525481","2603182","2682747","2769211","2857461","2947454","3038680","3128544","3214311","3303309","3397659","3491906","3584610","3674501","3763034","3852017","3941463","4033291","4129447","4227820","4327289","4427172","4526689","4625260","4721929","4812391","4895962","4974552","5049878","5123222","5192764","5259006","5323062","5386223","5454678","5529811","5607453","5687744","5770639","5855734","5942553","6030607","6119379","6208676","6298598","6389235","6480532","6572233","6663924","6755895","6850540","6948392","7046310",
"Netherlands","NLD","Population, total","SP.POP.TOTL","11486631","11638712","11805689","11965966","12127120","12294732","12456251","12598201","12729721","12877984","13038526","13194497","13328593","13439322","13545056","13666335","13774037","13856185","13941700","14038270","14149800","14247208","14312690","14367070","14424211","14491632","14572278","14665037","14760094","14848907","14951510","15069798","15184166","15290368","15382838","15459006","15530498","15610650","15707209","15812088","15925513","16046180","16148929","16225302","16281779","16319868","16346101","16381696","16445593","16530388","16615394","16693074","16754962","16804432","16865008","16939923","17030314","17131296","17231624","17344874","17441500","17533044","17700982","17879488",
"Norway","NOR","Population, total","SP.POP.TOTL","3581239","3609800","3638918","3666537","3694339","3723168","3753012","3784539","3816486","3847707","3875763","3903039","3933004","3960612","3985258","4007313","4026152","4043205","4058671","4072517","4085620","4099702","4114787","4128432","4140099","4152516","4167354","4186905","4209488","4226901","4241473","4261732","4286401","4311991","4336613","4359184","4381336","4405157","4431464","4461913","4490967","4513751","4538159","4564855","4591910","4623291","4660677","4709153","4768212","4828726","4889252","4953088","5018573","5079623","5137232","5188607","5234519","5276968","5311916","5347896","5379475","5408320","5457127","5519594",
"Nepal","NPL","Population, total","SP.POP.TOTL","10167941","10365144","10570716","10782717","11002819","11232951","11470199","11715579","11970411","12231874","12501285","12774870","13052220","13335963","13626301","13925541","14230738","14550430","14888770","15238564","15600442","15969792","16347124","16740664","17141610","17540571","17936926","18326204","18720745","19145077","19616530","20130779","20702133","21267359","21794751","22305571","22783969","23249417","23703328","24143157","24559500","24956071","25332178","25682908","26003965","26285110","26518971","26713655","26881544","27026941","27161567","27266399","27330694","27381555","27462106","27610325","27861186","28183426","28506712","28832496","29348627","30034989","30547580","30896590",
"Nauru","NRU","Population, total","SP.POP.TOTL","4582","4753","4950","5198","5484","5804","6021","6114","6288","6508","6663","6778","6883","6990","7096","7199","7306","7441","7541","7586","7635","7691","7672","7832","8125","8313","8527","8759","9022","9306","9598","9902","10129","10226","10274","10316","10345","10363","10377","10383","10377","10363","10351","10344","10335","10318","10294","10267","10243","10233","10241","10283","10444","10694","10940","11185","11437","11682","11924","12132","12315","12511","12668","12780",
"New Zealand","NZL","Population, total","SP.POP.TOTL","2371800","2419700","2482000","2531800","2585400","2628400","2675900","2724100","2748100","2772800","2810700","2853000","2903900","2961300","3023700","3083100","3110500","3120200","3121200","3109000","3112900","3124900","3156100","3199300","3227100","3247100","3246300","3274400","3283400","3299200","3329800","3495100","3531700","3572200","3620000","3673400","3732000","3781300","3815000","3835100","3857700","3880500","3948500","4027200","4087500","4133900","4184600","4223800","4259800","4302600","4350700","4384000","4408100","4442100","4516500","4609400","4714100","4813600","4900600","4979200","5090200","5111300","5117200","5223100",
"OECD members","OED","Population, total","SP.POP.TOTL","807630906","818832113","830289099","841722274","853200694","864404090","875187633","885770688","896137038","906483797","916668377","928686457","939481333","949978422","960279174","970331948","979795121","989288517","998939909","1008706437","1018252563","1027442087","1036208122","1044699000","1052818983","1060967506","1069253878","1077596775","1086103456","1095110298","1104791543","1115756696","1126417384","1136605361","1146214585","1155551702","1164716390","1173865390","1182690089","1191524686","1200179492","1209244330","1218395106","1227424218","1236495045","1245446032","1254649829","1263898714","1273582233","1282496705","1290949310","1297593832","1305512665","1313642010","1322072133","1330316951","1338792226","1346867182","1354843844","1362032167","1369502262","1371972508","1377465841","1385005653",
"Oman","OMN","Population, total","SP.POP.TOTL","536553","546443","557139","568603","580824","593808","607538","622042","637379","653593","670693","688803","708045","728597","754676","787194","824081","866124","912750","963351","1017462","1075624","1138301","1204626","1273306","1353289","1443446","1533351","1623433","1713838","1804524","1895187","1985227","2071868","2133675","2172672","2209958","2245588","2279727","2312600","2344253","2374653","2403659","2431600","2468855","2515192","2560649","2605700","2651028","2697537","2881914","3206870","3535579","3816680","4009267","4191776","4398070","4541854","4601157","4602768","4543399","4520471","4576298","4644384",
"Other small states","OSS","Population, total","SP.POP.TOTL","5445174","5532509","5640179","5749318","5857846","5962762","6060863","6152516","6244897","6341408","6444640","6558201","6677914","6799972","6918886","7042972","7179114","7323252","7467190","7614238","7762924","7905510","8047473","8189296","8333235","8490467","8657428","8831225","9011880","9197384","9392516","9587391","9669343","9727386","9819529","9906710","10031623","10168611","10308101","10465432","10620985","10764561","10909992","11056256","11222098","11405515","11594881","11789816","11986192","12174812","12328684","12440374","12569929","12725773","12900102","13082531","13258300","13439650","13608679","13751038","13853034","13943732","14095313","14240737",
"Pakistan","PAK","Population, total","SP.POP.TOTL","45954226","47060915","48161841","49325050","50552592","51841626","53199414","54629793","56124743","57676805","59290872","60878781","62509565","64285624","66149169","68126999","70230923","72451105","74789330","77407341","80624057","84270202","87828198","91080372","94003867","97121552","100618523","104251093","107967838","111670386","115414069","119203569","122375179","125546615","129245139","133117476","137234810","141330267","145476106","149694462","154369924","159217727","163262807","166876680","170648620","174372098","178069984","181924521","185931955","190123222","194454498","198602738","202205861","205337562","208251628","210969298","213524840","216379655","219731479","223293280","227196741","231402117","235824862","240485658",
"Panama","PAN","Population, total","SP.POP.TOTL","1126989","1160832","1196289","1233267","1271461","1310556","1350462","1391072","1432255","1473965","1516188","1559072","1602646","1646580","1690676","1734876","1779037","1823146","1867313","1911814","1956987","2003092","2050247","2098499","2147577","2197065","2246960","2297231","2347821","2398535","2449968","2502044","2554382","2607499","2661385","2716067","2771606","2827992","2885177","2943120","3001731","3061024","3120990","3181608","3243311","3305868","3368573","3431614","3495276","3559343","3623617","3688674","3754862","3821556","3888793","3957099","4026336","4096063","4165255","4232532","4294396","4351267","4408581","4468087",
